1000,0.000638
2000,0.000522
3000,0.000512
4000,0.000469
5000,0.000513
6000,0.000512
7000,0.000526
8000,0.000864
9000,0.000543
10000,0.000552
11000,0.000562
12000,0.000552
13000,0.000564
14000,0.000585
15000,0.000561
16000,0.000563
17000,0.000562
18000,0.000579
19000,0.000574
20000,0.000589
21000,0.000599
22000,0.000647
23000,0.000626
24000,0.000610
25000,0.000607
26000,0.000681
27000,0.000786
28000,0.000647
29000,0.000647
30000,0.000633
31000,0.000659
32000,0.000673
33000,0.000638
34000,0.000686
35000,0.000684
36000,0.000642
37000,0.000726
38000,0.000730
39000,0.000699
40000,0.000705
41000,0.000725
42000,0.000708
43000,0.000717
44000,0.000706
45000,0.000747
46000,0.000703
47000,0.000754
48000,0.000725
49000,0.000743
50000,0.000724
51000,0.000797
52000,0.000786
53000,0.000829
54000,0.000768
55000,0.000777
56000,0.000810
57000,0.000792
58000,0.000790
59000,0.000815
60000,0.000817
61000,0.000835
62000,0.000831
63000,0.000875
64000,0.000830
65000,0.000871
66000,0.000858
67000,0.000869
68000,0.000886
69000,0.000862
70000,0.000898
71000,0.000875
72000,0.000895
73000,0.000895
74000,0.000906
75000,0.000889
76000,0.000947
77000,0.000921
78000,0.000924
79000,0.001047
80000,0.004894
81000,0.000960
82000,0.000934
83000,0.000921
84000,0.001080
85000,0.001021
86000,0.000994
87000,0.000971
88000,0.000984
89000,0.001004
90000,0.003324
91000,0.000996
92000,0.000981
93000,0.001090
94000,0.000977
95000,0.001018
96000,0.001275
97000,0.001073
98000,0.000993
99000,0.001021
