1000,0.001140
2000,0.000877
3000,0.001020
4000,0.001233
5000,0.000937
6000,0.000920
7000,0.000914
8000,0.000945
9000,0.001239
10000,0.000904
11000,0.000850
12000,0.000963
13000,0.001182
14000,0.001059
15000,0.001103
16000,0.001263
17000,0.001313
18000,0.001009
19000,0.001017
20000,0.001058
21000,0.001012
22000,0.001062
23000,0.001315
24000,0.001058
25000,0.001078
26000,0.001073
27000,0.001373
28000,0.001061
29000,0.001062
30000,0.001080
31000,0.001452
32000,0.001078
33000,0.001056
34000,0.001008
35000,0.001083
36000,0.001526
37000,0.001092
38000,0.001120
39000,0.001509
40000,0.001106
41000,0.001136
42000,0.001161
43000,0.001303
44000,0.001125
45000,0.001143
46000,0.001189
47000,0.001489
48000,0.001174
49000,0.001130
50000,0.001488
51000,0.001190
52000,0.001164
53000,0.001499
54000,0.001179
55000,0.001196
56000,0.001445
57000,0.001267
58000,0.001329
59000,0.001217
60000,0.001479
61000,0.001205
62000,0.001217
63000,0.001264
64000,0.001333
65000,0.001370
66000,0.001276
67000,0.001547
68000,0.001228
69000,0.001411
70000,0.001357
71000,0.001243
72000,0.001254
73000,0.001507
74000,0.001264
75000,0.001310
76000,0.001662
77000,0.001300
78000,0.001536
79000,0.001278
80000,0.001322
81000,0.001306
82000,0.001557
83000,0.001365
84000,0.001637
85000,0.001324
86000,0.001316
87000,0.001539
88000,0.001365
89000,0.001591
90000,0.001460
91000,0.001347
92000,0.001601
93000,0.001383
94000,0.001621
95000,0.001350
96000,0.001409
97000,0.001387
98000,0.001610
99000,0.001393
